,business_id,name,rating,zip_code,review_count,price
6,x_YWFkTcxEu1lo8Nlrog5A,Milk & Honey Cafe,4.0,11230,948,$$
7,16heVvLqYfLpl8mC1RN3Bg,Laojie Hotpot,4.5,11220,528,$$
8,TRVWU2c4SzbsgWOo6Dz2Aw,Hunger Pang,4.5,11218,300,$$
10,FXBrt0VpeBRengdd4fBOZw,Werkstatt,4.5,11218,226,$$
11,j051L3Ehkt8bPrO3YnEc1Q,Ample Hills Creamery,4.5,11238,1336,$$
12,bZc7uxqmmYLxLb14gfCOuw,Cafe Madeline,4.0,11226,506,$$
13,96svxj2NIOrba2fBMZAqOQ,Bogota Latin Bistro,4.0,11217,2137,$$
14,DVSm03qNU7zE1mv1QSKnsA,MangoSeed Restaurant,4.0,11226,793,$$
15,cugwo9ncnGnH_Chu-P-iAw,Am Thai Bistro,4.0,11218,506,$$
16,OOoua3Q6PfqtImv3DjdcWw,Parlay,4.5,11232,379,$$
17,1go9HCgJQ-Ndk7_Kxi-x8g,Der Pioneer,4.5,11218,130,$$
18,7tJq-a_K-yKOWSqyXVOlFg,Suzy's Roti Parlour,4.5,11218,142,$$
19,m6WOGq7BSB8YPjKoOpNTLQ,Cafe Tibet,4.0,11226,321,$$
0,16heVvLqYfLpl8mC1RN3Bg,Laojie Hotpot,4.5,11220,528,$$
1,O-zwQQV8AExgdPoJiqjpDg,Ba Xuyen,4.5,11232,652,$
2,P2bxlKAmRWZIpHdJ_JT3fg,East Harbor Seafood Palace,4.0,11220,663,$$
3,isIFCDLE3VIDJcqhVy_klA,99 Favor Taste,4.0,11220,734,$$
4,OOoua3Q6PfqtImv3DjdcWw,Parlay,4.5,11232,379,$$
5,D1jp3pfGvyYyaXBN8iJRBg,The Farm On Adderley,4.0,11218,1162,$$
6,B8tDnyFltP3bxMxSsjCvVA,Mister Hotpot,4.0,11220,443,$$
7,hV26aNvpfq5g34SI6_gvJA,Mama Rao Cucina Italiana,4.5,11219,194,$$$
8,vyoA8dxwScuMV_AsTcjQcg,L & B Spumoni Gardens,4.0,11223,3670,$
9,FwMyv3CVIxbI6ngodw7s3w,Panino Rustico,4.5,11214,432,$$
10,oqou7SVSTIx7No6AJKSizw,Lioni Italian Heroes,4.5,11228,344,$$
11,_RT9XPpn5jkNesxNzvktqw,Prince Tea House,4.0,11220,492,$$
12,dn8_HgoGUE4IFzwPI6GeLA,Kai Feng Fu 開封府鍋貼,4.0,11220,244,$
13,2rqb2T5IS2D7A6UB5QwNKw,Yun Nan Flavor Garden,4.0,11220,299,$
14,AAQDZdKhtcX7otmOfOF9nw,Gino's Restaurant,4.0,11209,624,$$
15,25UVMrpxCoo5dN7K8mM0Cw,Villabate Alba,4.0,11204,458,$$
16,JIWCAWQnRVevwhbyADcLgg,Meze,4.0,11219,301,$$
17,MFYh1htbCY8naZfkdF9rEQ,Lan Ting Hotpot,4.5,11220,226,$$
18,_M5FVY4hkcuU-ASdVZPfRQ,Tacos El Bronco,4.0,11220,556,$
19,ZpifrJsBsz7RUT1_Tyu9nQ,Hot Space,4.5,11220,127,$$
0,C8j0q4Ma_S5hBGuAI-aaww,Di Fara Pizza,4.0,11230,3374,$$
1,vyoA8dxwScuMV_AsTcjQcg,L & B Spumoni Gardens,4.0,11223,3670,$
2,BsdB6DhfvSq7ZZs-_u0RpA,Taci's Beyti,4.5,11223,691,$$
3,x_YWFkTcxEu1lo8Nlrog5A,Milk & Honey Cafe,4.0,11230,948,$$
4,D1jp3pfGvyYyaXBN8iJRBg,The Farm On Adderley,4.0,11218,1162,$$
5,I8U2B8O3uXhhXYhRrOH_Xg,The OX Tavern,4.0,11230,503,$$
6,bZc7uxqmmYLxLb14gfCOuw,Cafe Madeline,4.0,11226,506,$$
7,25UVMrpxCoo5dN7K8mM0Cw,Villabate Alba,4.0,11204,458,$$
8,_AqeaDQnMaErG19LobuU8Q,Wheated,4.5,11218,323,$$
9,TRVWU2c4SzbsgWOo6Dz2Aw,Hunger Pang,4.5,11218,300,$$
10,_zRVdCfUcx1cwseFycSQdQ,Thai Farm Kitchen,4.5,11218,170,$$
11,m6WOGq7BSB8YPjKoOpNTLQ,Cafe Tibet,4.0,11226,321,$$
12,DVSm03qNU7zE1mv1QSKnsA,MangoSeed Restaurant,4.0,11226,793,$$
13,9jfohlQqJTjxsuM8SPiBpQ,Sycamore Bar + Flowershop,4.0,11218,325,$$
14,FXBrt0VpeBRengdd4fBOZw,Werkstatt,4.5,11218,226,$$
15,8mZ6fE9n_mK59mJ_MYtrSQ,Mimi's Hummus,4.0,11218,350,$$
16,cvJ39wrAYnquWuMhfFAS2w,Mondayoff by Plant Love House,4.5,11218,193,$$
17,MDWt-rtGxUnIcpIi-817Rg,Together,4.5,11204,156,$
18,fZOmB4eaVlnf6LIejL2vBg,Jalsa - Grill & Gravy,4.5,11230,92,$$
19,samBmcA_ysePpw5VYWgxdg,The Castello Plan,4.0,11218,327,$$
0,tC4D1a5CR69VyK5VrHimQw,Suede,3.5,11203,1136,$$
1,oH58h122Jpv47pqXhL9p_Q,Original Pizza,4.0,11236,113,$
2,_WWJcqUTGFCCVp0cymu0wQ,Footprints Cafe,3.0,11203,778,$$
3,V58g7E1AHkuTchTVyLQuYQ,Saigon Grill & Bar,4.5,11234,200,$$
4,p58PKsO5Aj2FzEcHpQT8-g,Landi's Pork Store,4.5,11234,70,$$
5,3VdNPvj6d6EJ2fZj7p1n9g,La Villa Pizzeria & Restaurant,3.5,11234,286,$$
6,hMTG973Y4QX1XhEC6SCTKw,Lima Mill Basin,4.0,11234,171,$$
7,4ui3iE-x4GLrTFqndNwoVQ,De Islands,4.0,11236,62,$$
8,ZgIs3x73_b29wiwPMIiOnQ,Panino Rustico of Mill Basin,4.5,11234,59,$$
9,gWE6WkBoC46dIRSMygHoPg,Cachapas Brooklyn,4.5,11207,94,$
10,k-voh5qVtIlki3fL8EtqIg,IHOP,3.5,11207,111,$$
11,kGdq1twqK_xQ6eZSOqG7iA,Dolly's Ices,4.5,11234,86,$
12,JSkhEPZC70yPx2I3NHqjqw,Original Pizza,3.5,11234,166,$
13,eob2iJPiR7-r2w4he0Tuig,Mill Basin Kosher Deli,3.5,11234,210,$$
15,SWKZTsEIXLotWwqntnRDew,Duet Bakery and Restaurant,3.5,11234,214,$$
16,tDYk6DmmU3buWBs9G0NBXQ,China Restaurant,4.0,11203,63,$
17,YfyQ7aBaTcwdph1ZPpDm1A,Seabreeze Food,3.0,11236,151,$$
18,nEOUSt4wh1MQ_Sw4JmS2OA,Frozen Planet,4.5,11234,51,$$
19,i995W2_m6GuiBPnbHP2sPw,Oasis Diner Restaurant,4.0,11234,159,$$
0,VgXNaUKNFW2ibLU9LkuGjg,Lindenwood Diner & Restaurant,4.0,11208,288,$$
1,5VVIjZOx_WRvHyXao_yffg,Pizza Studio,4.0,11239,71,$
2,jVYyth-tq-o9o6T54oAWOA,The Ozone Diner,4.0,11414,236,$$
3,gWE6WkBoC46dIRSMygHoPg,Cachapas Brooklyn,4.5,11207,94,$
4,oH58h122Jpv47pqXhL9p_Q,Original Pizza,4.0,11236,113,$
5,GTYn-iP81HKVKl6FGT0_Cw,Smashburger,3.5,11239,177,$$
6,k-voh5qVtIlki3fL8EtqIg,IHOP,3.5,11207,111,$$
7,MVeGGey8vBHK5o5-sRU-RQ,Outback Steakhouse,3.0,11239,295,$$
8,w90E5FLWPedqh1NOFOuXbw,Red Lobster,2.5,11239,317,$$
9,NmM6x6fSdVRSujoLYT1_tA,Policano's Italian Sausage,5.0,11414,39,$
10,tj2hUmq3mPYKs_NnzSu7_g,Olive Garden Italian Restaurant,2.5,11239,267,$$
11,BU136u2H8dlccMSWgksCwg,La Villa Pizzeria,3.5,11414,236,$$
12,6JPEtl_q1KO0B1navU3VYQ,Fusion East,3.0,11239,193,$$
13,EwZ9Xnx35rxpx2cnt2Y91g,Uluangies Hawaiian Shave Ice,5.0,11208,12,$
14,BCPmwgqOPj6d82OSIyqWaw,Armandos Pizza,3.5,11239,37,$
15,nU9lEZpCnR7V_M14xV19NQ,Armando's Pizza,3.5,11236,73,$
16,1GnRQ4jyz9STASHI96YmYQ,Kawaii Sushi,3.5,11414,76,$$
17,byye4kc-xGk8qCxR0ZuUdA,Il Posto,4.0,11234,59,$$$
18,t3ZHgNlVaAXbB8bQThDoOA,Word Up Cafe,5.0,11207,11,$
0,vyoA8dxwScuMV_AsTcjQcg,L & B Spumoni Gardens,4.0,11223,3670,$
1,ZLPYcgEeRllSoeWyr7y4Ig,Totonno's,4.0,11224,801,$$
2,FB6HhBklpskPHKIACSUJAQ,Nathan's Famous,3.5,11224,1190,$
5,YzyHW3w0HUyaG8EvplNT1A,Liu's Shanghai,4.5,11214,361,$$
6,FwMyv3CVIxbI6ngodw7s3w,Panino Rustico,4.5,11214,432,$$
7,VXyk19eG4B2I6noumvfHCw,Gargiulo's,3.5,11224,234,$$
8,Etg2R7kFSSExsvki0sOqug,The Original John's Deli,4.0,11223,308,$$
9,kYURnv37Z5P_sir_QJGHzg,Sake Sushi,3.5,11214,720,$$
10,0rtIHe-uwLhKT5kQvpEogA,Rita's Italian Ice,4.0,11224,66,$
11,yW2oXWI5_gsLWobyKLjG3Q,Oceanview Cafe,4.5,11235,115,$$
13,dsgzaF4lODoOj1Mu1Cf_bQ,La Casa Bella,3.5,11214,240,$$
14,k9E0IsqauVgIIgzcK0R6HQ,TONE-CAFE,4.0,11235,217,$$
15,77MbLPv6kHqExRoK1xOK9w,Prince Tea House,4.0,11214,221,$$
16,0mRtZ39VQI5CfHEJ7zDwug,Duck Wong,4.0,11214,173,$
17,OkLCVAUzB-SNmDAfNdSNRA,Orange Grill,4.0,11214,150,$$$
19,YX4AGUuhhF62M9TNpJwSpQ,Chikurin,3.5,11214,308,$$
0,HqVdTKCpOZWrCvUF9rG2sA,Brennan & Carr,4.0,11229,640,$$
1,C8j0q4Ma_S5hBGuAI-aaww,Di Fara Pizza,4.0,11230,3374,$$
2,fPJoi_TVRhjBdPYBZS6kXg,Roll-N-Roaster,4.0,11235,1072,$$
3,BsdB6DhfvSq7ZZs-_u0RpA,Taci's Beyti,4.5,11223,691,$$
4,glccbDYpXzsozu7truCf5w,Nargis Cafe,4.0,11235,638,$$
5,uYHN9Vw3V1ajDGRnNDtbYw,Michael's of Brooklyn,4.5,11229,218,$$$
6,ApVoDeSuEXp8Paqc5Mrfzw,Jay & Lloyd's Kosher Deli,4.0,11229,232,$$
7,g5RU0f6w4V7o4xjlKrDetA,Opera Cafe & Lounge,4.0,11235,597,$$
8,rlp1_EyRynmIDlJClhRNlQ,Randazzo's Clam Bar,3.5,11235,602,$$
9,1qOS6TKzsaiVVeMVbl6sCA,Wise Espresso Bar,4.0,11235,492,$$
10,rYuAHi4RJZGGHlyqROJlbA,East Sushi Bistro,4.0,11229,140,$$
11,ZLZswviJ0CSX5ZeQFSO2sQ,Pho Vietnam,4.0,11229,289,$
12,nznIq087BJUN1fLtPQ0Xww,Lagman House,4.5,11235,92,$$
13,OXwE8UzYV0kvQpV5Bv6nHQ,Anthony's Place,4.0,11229,189,$$
14,V58g7E1AHkuTchTVyLQuYQ,Saigon Grill & Bar,4.5,11234,200,$$
15,JuHeNFYoeva_FDjmtj_vLw,il Fornetto,4.0,11235,362,$$
16,YAOG0dK0r9T-E1CrZ7QxYg,Belarussian Xata,4.5,11235,135,$$
17,OhUwfEt_scdr6tiptSI8NQ,Liman Restaurant,4.0,11235,308,$$$
18,x_YWFkTcxEu1lo8Nlrog5A,Milk & Honey Cafe,4.0,11230,948,$$
19,uXIh-aQ1jpJ6Q_VpXVTAqA,Shaikh's Place / Donut Shoppe,4.0,11229,180,$
0,fPJoi_TVRhjBdPYBZS6kXg,Roll-N-Roaster,4.0,11235,1072,$$
1,glccbDYpXzsozu7truCf5w,Nargis Cafe,4.0,11235,638,$$
2,g5RU0f6w4V7o4xjlKrDetA,Opera Cafe & Lounge,4.0,11235,597,$$
3,1qOS6TKzsaiVVeMVbl6sCA,Wise Espresso Bar,4.0,11235,492,$$
4,rlp1_EyRynmIDlJClhRNlQ,Randazzo's Clam Bar,3.5,11235,602,$$
5,BsdB6DhfvSq7ZZs-_u0RpA,Taci's Beyti,4.5,11223,691,$$
6,nznIq087BJUN1fLtPQ0Xww,Lagman House,4.5,11235,92,$$
7,YAOG0dK0r9T-E1CrZ7QxYg,Belarussian Xata,4.5,11235,135,$$
8,HqVdTKCpOZWrCvUF9rG2sA,Brennan & Carr,4.0,11229,640,$$
9,XuberRcn8B3DhPXTLzab8Q,MOMO Hibachi Steak House & Bar,4.0,11235,213,$$
10,KYP-56XVnZ_x4fb270ZUVg,Jimmy's Famous Heros,4.5,11235,107,$$
11,ozk8FpXVEJ10PWoSy5HJ1w,Delmar Pizzeria,4.0,11235,196,$
12,AVKRF3v3nvV1NtRc_apQ6g,Hot Potato House,4.5,11235,150,$$
13,JuHeNFYoeva_FDjmtj_vLw,il Fornetto,4.0,11235,362,$$
14,TemMTqYoDJ53doNF-PCKZA,Cafe Kashkar,4.0,11235,241,$$
15,OhUwfEt_scdr6tiptSI8NQ,Liman Restaurant,4.0,11235,308,$$$
16,sW9iYflRa6dMyDxKzXP3CQ,Bagel Boy,4.0,11235,310,$$
17,cegB-TuA92uxIG00HUkxMQ,Mitoushi,3.5,11235,273,$$
18,HCDqNeHXrFRgQWQI--WKXA,Arbuz,4.0,11235,214,$
19,R1VKt0kDto8bbjn5myEU8w,Orso Coffee,4.0,11235,115,$
0,oOsJn3leUnWDfErRWMf81g,Soco,4.0,11205,2085,$$
1,P58WuRP1AGD9ruE2bZ2urw,Dough,4.5,11205,1720,$
2,4yPqqJDJOQX69gC66YUDkA,Peter Luger,4.0,11211,5597,$$$$
3,V7lXZKBDzScDeGB8JmnzSA,Katz's Delicatessen,4.0,10003,11878,$$
4,l9b8NbDyhKhnjLKtUwlPwQ,Olea,4.0,11238,845,$$
5,qLLxS7RwNEjP_jq_KQrPfA,Traif,4.5,11211,1842,$$$
6,j051L3Ehkt8bPrO3YnEc1Q,Ample Hills Creamery,4.5,11238,1336,$$
7,ysqgdbSrezXgVwER2kQWKA,Juliana's Pizza,4.5,11201,2118,$$
8,lWOkeS-wV4no8qqA9OwwEg,Doughnut Plant,4.5,10002,3176,$$
9,9WgsvzaiXNAmmQGD0uQxFQ,Thai Holic,4.5,11205,392,$$
10,44SY464xDHbvOcjDzRbKkQ,Ippudo NY,4.0,10003,9898,$$
11,nU4XBdvxDABXqZ6CnB8Dig,Clinton Street Baking Company,4.0,10002,4918,$$
12,96svxj2NIOrba2fBMZAqOQ,Bogota Latin Bistro,4.0,11217,2137,$$
13,j9TdOBSQ1LRw8v3hW5fObQ,Pies-n-Thighs,4.0,11211,2831,$$
14,2ggi1luerd3Mf_C82JvCYg,Grimaldi's Pizzeria,3.5,11201,4575,$$
15,jjJc_CrkB2HodEinB6cWww,LoveMama,4.5,10003,4731,$$
16,2xQmBB6w-W6lxiex80fA9A,Luigi's Pizzeria,4.5,11205,238,$
17,VrCCr45dhN-RRM107iptdg,Russ & Daughters,4.5,10002,2134,$$
18,v1DHGRNCH9247WLYoaoA9A,L'industrie Pizzeria,5.0,11211,494,$
19,COV3XLEiAiK76Yg2HbFjWA,Urban Vintage,4.5,11238,277,$$
0,96svxj2NIOrba2fBMZAqOQ,Bogota Latin Bistro,4.0,11217,2137,$$
2,CfOBb6NU2awo8xclJpKU3g,Chela Modern Mexican,4.5,11215,391,$$
3,eIbKiQuExi12NcGeqMzQAw,Baba's Pierogies,4.5,11215,381,$$
4,Xv4kqYmtB7svT0r1-ABlZg,Ample Hills Creamery,4.5,11215,538,$$
5,wTNUUoYUl3gox-gUAZ9bAA,Peppino's Brick Oven Pizza & Restaurant,4.5,11215,405,$$
6,XvEz60Y0NbLxooK9AmRU8g,Piccoli Trattoria,4.5,11215,461,$$
7,j051L3Ehkt8bPrO3YnEc1Q,Ample Hills Creamery,4.5,11238,1336,$$
8,5V4cUVikPN8ALWXBVdjltw,Mariella,4.5,11215,326,$$
9,IZw7SfYpvXMFLErXBMDKVQ,Stone Park Cafe,4.0,11215,904,$$
10,w0YkRy2gsr0znrM7ojZtTw,Scottadito Osteria Toscana,4.0,11215,843,$$
11,64i-2H8rLLs55RP89Ole4A,Bagel Pub,4.0,11215,445,$
13,0ef3Q3RvIqfFzZoOfA2amg,Dinosaur Bar-B-Que,3.5,11215,1590,$$
14,aSprnLY-6GkMk1cuv0TMeA,Al Di La Trattoria,4.0,11215,883,$$$
15,Nnuz_Ic0IdWOUbl64r4Hkg,Fonda Park Slope,4.0,11215,788,$$
16,Q-yTbpW4vrq80oRW40W_Pg,L'albero Dei Gelati,4.5,11215,265,$$
17,Q1ErIlQqHXqtb-13UXXjVQ,Four & Twenty Blackbirds,4.0,11215,697,$$
18,rU9cKxAVU4Gd_JhAqp_bTA,Buttermilk Channel,4.0,11231,1861,$$
19,nqXvLzqzQQTJ2eMPkAcojw,Roots Cafe,4.5,11215,306,$$
0,96svxj2NIOrba2fBMZAqOQ,Bogota Latin Bistro,4.0,11217,2137,$$
1,j051L3Ehkt8bPrO3YnEc1Q,Ample Hills Creamery,4.5,11238,1336,$$
2,SSDOkx5enfRH3nsniS_2jA,5ive Spice,4.0,11217,594,$$
3,LQ8ITaZIbaiQ8pHPOx5i6w,SkyIce Sweet & Savory,4.0,11217,727,$$
4,Xv4kqYmtB7svT0r1-ABlZg,Ample Hills Creamery,4.5,11215,538,$$
5,lnTPfdaqDqWjywWewsE2Lw,Miriam,4.0,11217,982,$$
6,xrgzB0pvsxeGEIboE6I2gg,Patsy's Pizzeria,4.5,11217,505,$$
8,l9b8NbDyhKhnjLKtUwlPwQ,Olea,4.0,11238,845,$$
9,eIbKiQuExi12NcGeqMzQAw,Baba's Pierogies,4.5,11215,381,$$
10,P58WuRP1AGD9ruE2bZ2urw,Dough,4.5,11205,1720,$
11,trOfIBnEr_CxZuLRyGj9FQ,Miti Miti,4.0,11217,911,$$
12,0ef3Q3RvIqfFzZoOfA2amg,Dinosaur Bar-B-Que,3.5,11215,1590,$$
13,w0YkRy2gsr0znrM7ojZtTw,Scottadito Osteria Toscana,4.0,11215,843,$$
14,AFt1Qcec4_JNr6PWpkRYyw,Sushi Lin,4.5,11217,244,$$$
15,mv8dMMzzrzalso3sYCP_QA,Cafe Luluc,4.0,11201,1363,$$
16,eS9mTLlWwu_Ap2ROMQWPxg,Chuko,4.0,11238,1052,$$
17,LWDX1jKrNE8334jF6XenYQ,Junior's Restaurant,3.5,11238,1649,$$
18,IfmcuGIr9kthp9dNjrtlmw,Doughnut Plant,4.0,11217,582,$$
19,zQkjDxo8oDVGVj9cpTpUig,Habana Outpost,4.0,11217,1002,$$
0,Q9F2ocrmYuGt1yn3M7MOBw,Lucali,4.5,11231,1463,$$
1,rU9cKxAVU4Gd_JhAqp_bTA,Buttermilk Channel,4.0,11231,1861,$$
2,Ms3CAGddVbgetiQrpzqxPQ,Hometown Bar-B-Que,4.0,11231,1306,$$
3,nOjGNqPcu5jHRRElOndQqQ,Red Hook Lobster Pound,4.0,11231,1053,$$
4,Xv4kqYmtB7svT0r1-ABlZg,Ample Hills Creamery,4.5,11215,538,$$
5,mv8dMMzzrzalso3sYCP_QA,Cafe Luluc,4.0,11201,1363,$$
6,L0XYugkXpuACPMQ451MB8g,El Mate,4.5,11231,288,$$
7,eIbKiQuExi12NcGeqMzQAw,Baba's Pierogies,4.5,11215,381,$$
8,d_rQ-nVpY6Z5C722Q5wpog,Defontes,4.5,11231,322,$$
9,TN5QsXM1PzOHsXetjtdqjg,The Chocolate Room,4.0,11231,594,$$
10,ysqgdbSrezXgVwER2kQWKA,Juliana's Pizza,4.5,11201,2118,$$
11,4MqJOLaeqCgBFQmMFPfe3g,Clover Club,4.0,11201,762,$$
12,LfRiA6RORToZUSJUHkZBVA,Frankies 457 Spuntino,4.0,11231,786,$$
13,96svxj2NIOrba2fBMZAqOQ,Bogota Latin Bistro,4.0,11217,2137,$$
14,jWC4mD-yy-IzuZxU5ctAKw,Mia's Bakery,4.5,11201,631,$
15,wctR1TrheHAwpHZ2sJknEw,Yemen Cafe & Restaurant,4.5,11201,493,$$
17,vOJkqLM8Kv4GyQe16UUPjg,Brooklyn Farmacy & Soda Fountain,4.0,11231,670,$$
18,pSSajdYNKTyAGV8-fk7fWQ,Joya,3.5,11201,1281,$$
19,tT6teP3ZfCAfvdPdDoqG4A,Ki Sushi,4.0,11201,685,$$
0,C8j0q4Ma_S5hBGuAI-aaww,Di Fara Pizza,4.0,11230,3374,$$
1,D1jp3pfGvyYyaXBN8iJRBg,The Farm On Adderley,4.0,11218,1162,$$
2,x_YWFkTcxEu1lo8Nlrog5A,Milk & Honey Cafe,4.0,11230,948,$$
3,BsdB6DhfvSq7ZZs-_u0RpA,Taci's Beyti,4.5,11223,691,$$
4,bZc7uxqmmYLxLb14gfCOuw,Cafe Madeline,4.0,11226,506,$$
5,I8U2B8O3uXhhXYhRrOH_Xg,The OX Tavern,4.0,11230,503,$$
6,V58g7E1AHkuTchTVyLQuYQ,Saigon Grill & Bar,4.5,11234,200,$$
7,DVSm03qNU7zE1mv1QSKnsA,MangoSeed Restaurant,4.0,11226,793,$$
9,m6WOGq7BSB8YPjKoOpNTLQ,Cafe Tibet,4.0,11226,321,$$
10,TRVWU2c4SzbsgWOo6Dz2Aw,Hunger Pang,4.5,11218,300,$$
11,_AqeaDQnMaErG19LobuU8Q,Wheated,4.5,11218,323,$$
12,9eZrG8nANKuoyGSqdj_gew,Ashoka Grill,4.0,11210,187,$$
13,mtcv1ZV9EpXP3mOm6ORMrQ,Ital Fusion,4.5,11210,65,$$
14,9jfohlQqJTjxsuM8SPiBpQ,Sycamore Bar + Flowershop,4.0,11218,325,$$
15,FXBrt0VpeBRengdd4fBOZw,Werkstatt,4.5,11218,226,$$
16,HqVdTKCpOZWrCvUF9rG2sA,Brennan & Carr,4.0,11229,640,$$
17,8mZ6fE9n_mK59mJ_MYtrSQ,Mimi's Hummus,4.0,11218,350,$$
18,uYHN9Vw3V1ajDGRnNDtbYw,Michael's of Brooklyn,4.5,11229,218,$$$
19,cvJ39wrAYnquWuMhfFAS2w,Mondayoff by Plant Love House,4.5,11218,193,$$
1,j051L3Ehkt8bPrO3YnEc1Q,Ample Hills Creamery,4.5,11238,1336,$$
2,xRiLLXjeM2wOvVTYJH2__A,Barboncino Pizza & Bar,4.0,11238,924,$$
4,VDz9n7gwcq51wOAbTBdXxA,The Food Sermon Kitchen,4.5,11225,253,$$
6,Vx9jsY90nQ9PCKBa1aCt9w,Tom's,4.0,11238,1286,$$
7,DVSm03qNU7zE1mv1QSKnsA,MangoSeed Restaurant,4.0,11226,793,$$
8,mhrLDFTxUzW2koRAzjlt5g,Chavela's,4.0,11238,1037,$$
9,P58WuRP1AGD9ruE2bZ2urw,Dough,4.5,11205,1720,$
10,B5DVYcAYXqesHAMXurtKDQ,Butter & Scotch,4.0,11225,495,$$
11,KBW0EP-prQBhkqqGJCxmXg,The Islands,4.0,11238,693,$$
12,96svxj2NIOrba2fBMZAqOQ,Bogota Latin Bistro,4.0,11217,2137,$$
13,jUQUJP51MOJEjOXfyceq0w,Smorgasburg - Prospect Park,4.5,11225,288,$$
14,wnyX_yg4ddSDkupwFKftIA,Bonafini,4.0,11225,337,$$
15,5L5sMG3xP-UUIuTtxMWZwQ,Empanada City,4.5,11225,177,$
16,eS9mTLlWwu_Ap2ROMQWPxg,Chuko,4.0,11238,1052,$$
17,w0YkRy2gsr0znrM7ojZtTw,Scottadito Osteria Toscana,4.0,11215,843,$$
18,4DVvKcNIdXxOLbdOm2sRmQ,PLG Coffee House and Tavern,4.0,11225,250,$
19,DOdamkEm9JWR9s6VH_NuOQ,Mayfield,4.0,11238,519,$$
0,C8j0q4Ma_S5hBGuAI-aaww,Di Fara Pizza,4.0,11230,3374,$$
1,D1jp3pfGvyYyaXBN8iJRBg,The Farm On Adderley,4.0,11218,1162,$$
2,DVSm03qNU7zE1mv1QSKnsA,MangoSeed Restaurant,4.0,11226,793,$$
5,bZc7uxqmmYLxLb14gfCOuw,Cafe Madeline,4.0,11226,506,$$
6,x_YWFkTcxEu1lo8Nlrog5A,Milk & Honey Cafe,4.0,11230,948,$$
7,j051L3Ehkt8bPrO3YnEc1Q,Ample Hills Creamery,4.5,11238,1336,$$
8,TRVWU2c4SzbsgWOo6Dz2Aw,Hunger Pang,4.5,11218,300,$$
9,_AqeaDQnMaErG19LobuU8Q,Wheated,4.5,11218,323,$$
10,xnw88LhmiI7_ktRTVYbESw,ZuriLee Restaurant,4.5,11226,255,$$
11,xRiLLXjeM2wOvVTYJH2__A,Barboncino Pizza & Bar,4.0,11238,924,$$
12,96svxj2NIOrba2fBMZAqOQ,Bogota Latin Bistro,4.0,11217,2137,$$
13,m6WOGq7BSB8YPjKoOpNTLQ,Cafe Tibet,4.0,11226,321,$$
14,FXBrt0VpeBRengdd4fBOZw,Werkstatt,4.5,11218,226,$$
16,VDz9n7gwcq51wOAbTBdXxA,The Food Sermon Kitchen,4.5,11225,253,$$
17,dGE1Imqoz1vdHa2cjfvO1w,Gandhi Fine Indian Cuisine,4.0,11226,359,$$
18,wnyX_yg4ddSDkupwFKftIA,Bonafini,4.0,11225,337,$$
19,I8U2B8O3uXhhXYhRrOH_Xg,The OX Tavern,4.0,11230,503,$$
0,VgXNaUKNFW2ibLU9LkuGjg,Lindenwood Diner & Restaurant,4.0,11208,288,$$
1,jVYyth-tq-o9o6T54oAWOA,The Ozone Diner,4.0,11414,236,$$
2,gWE6WkBoC46dIRSMygHoPg,Cachapas Brooklyn,4.5,11207,94,$
3,19o6iblcJvz2hdPouYhXgg,Zum Stammtisch,4.0,11385,446,$$
4,3XhcvunKBpGoh-3fDBZ01w,Mahalo New York Bakery,4.5,11385,151,$$
5,KrbzIWxERBbQ6BCpSV-9og,The Local Press,4.5,11417,144,$$
6,zMqPylWzIIPCQtBTosp0tg,Norma's Corner Shoppe,4.5,11385,272,$
7,NmM6x6fSdVRSujoLYT1_tA,Policano's Italian Sausage,5.0,11414,39,$
8,QH3VbBAf7MlePoaipxT4pA,Taqueria Kermes,4.0,11385,388,$$
9,zxNvP9A5gqJWg_2xQ8s43w,Pizza Classica,4.0,11385,389,$$
10,fy3Ljo2DxiLJOdOY7vqvRA,Heat Caribbean Kitchen & Lounge,4.5,11418,122,$$
11,JT-0_-OqmBLYzEvRhU-__w,Nicks Bistro,4.5,11375,490,$$
12,5aYCw5FVXqWJ3U28jPj7Dg,Angela's Pizzeria,4.5,11208,47,$
13,_47YmtM-8Ffkyo9752KuoA,Neir's Tavern,4.0,11421,98,$$
14,INZcDQWT57NBmtCg6kYFAw,Silk Cakes,4.5,11375,277,$$
15,lDSaMr7SRi3n-S2jT7Czyw,Sameer's Halal Food Truck,5.0,11421,33,$
16,S2cWAHIk9SK9151Dosclqw,Eddie's Sweet Shop,4.0,11375,836,$
17,jtFkc3mJBCtjUzR8sS6E3Q,El Rey II Restaurant,3.5,11208,111,$$
18,UtknyDJ_DPut-FKRqs0wpQ,Royal Grill Halal Food,5.0,10018,323,$
19,BU136u2H8dlccMSWgksCwg,La Villa Pizzeria,3.5,11414,236,$$
0,O0xFECgTDf1rbZzW9qUULQ,Peter Pan Donut & Pastry Shop,4.5,11222,1266,$
1,pGr5QuQU7Ur5GHLvXbT8bw,Paulie Gee's,4.5,11222,1209,$$
2,4KHjnRNvrkKHchEznhlnSA,Sweet Chick,4.0,11211,1946,$$
3,1Q3oaJahyGRogDWgpo7PIw,Five Leaves,4.0,11222,1585,$$
4,4yPqqJDJOQX69gC66YUDkA,Peter Luger,4.0,11211,5597,$$$$
